"NSFTV.ID","PSA_19_2014","PSA_21_2014","PSA_22_2014","PSA_25_2014","PSA_26_2014","PSA_27_2014","PSA_28_2014","PSA_29_2014","PSA_30_2014","PSA_31_2014","PSA_32_2014","PSA_33_2014","PSA_34_2014","PSA_35_2014","PSA_36_2014","PSA_37_2014","PSA_38_2014","PSA_39_2014","PSA_40_2014","PSA_41_2014"
"NSFTV_191",50674.34378,68124.85965,80559.81778,109074.8802,124506.1898,144802.1043,165733.9263,183102.8291,208024.4618,234811.0505,243433.0146,278511.6331,303245.3989,339534.9229,361661.0805,404017.6468,437365.2554,463775.6368,473752.2295,519099.9499
"NSFTV_192",37117.03728,50084.39503,59307.92979,78251.74595,88252.75195,103160.9609,112640.6948,125944.1223,139119.1783,152012.6473,165604.2734,179395.2025,199367.1877,221440.2601,237955.1975,257053.1203,277430.3285,291999.4273,306043.7978,328490.8039
"NSFTV_193",36421.03728,49899.06169,57536.42979,77555.74595,89067.75195,104147.7943,121892.0282,143817.4557,162921.6783,178947.5291,198849.3258,216000.4509,239992.9813,273137.7779,298124.5308,334525.6203,372142.4951,404971.4273,447049.7978,480568.4705
"NSFTV_194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_195",54657.20394,77860.56169,90239.59646,119752.5793,136411.0853,162352.4609,183131.0282,209441.9557,224363.0116,265073.814,292771.2734,329374.5359,361476.3544,404536.7601,450483.6975,502902.7869,553095.8285,595016.7606,646151.6311,720712.4744
"NSFTV_196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_198",39906.96878,57238.35965,66295.81778,87237.8802,99134.43977,112504.8543,128925.8013,148111.9541,166448.0868,186464.2582,207645.6396,234966.2581,259059.8989,290848.2979,325529.7055,362909.1468,396866.5054,424292.3868,444426.4795,475708.3249
"NSFTV_199",44698.20394,62404.06169,71747.76313,95408.57928,107947.0853,128705.9609,153908.3615,172612.289,199578.5116,242074.5303,255954.7734,279054.2025,314529.8544,345744.9268,370928.6975,424090.6203,461241.4951,491853.094,533555.7978,591041.6372
"NSFTV_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_200",60107.21878,85310.35965,102214.3178,138036.7552,158654.6898,179573.1043,207932.1763,239817.9541,271218.8368,317461.2172,340519.8896,387407.2581,432130.3989,482069.7979,536369.0805,592839.0218,648144.0054,693863.5118,704858.7295,749271.5749
"NSFTV_201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_202",45427.7759,61878.79152,72127.39256,89062.03908,104179.595,123311.6825,141560.3202,162224.2369,181976.8912,204974.5303,224041.6831,252154.6397,279758.6476,301257.9183,324239.382,344063.017,371823.4237,382326.6367,402833.9246,477564.1753
"NSFTV_203",50016.96878,65692.73465,75445.81778,94098.7552,108289.8148,126116.6043,149042.3013,171444.0791,194065.2118,234180.8839,246619.7646,269277.7581,291433.8989,304469.5479,329261.8305,362919.3968,385789.1304,408783.5118,428350.8545,474394.1999
"NSFTV_204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_205",38455.21878,51632.85965,60757.81778,78687.8802,90576.06477,101977.3543,120170.8013,137127.4541,156994.8368,177939.7582,202594.5146,229041.8831,252041.5239,279601.2979,306851.5805,341956.1468,379350.6304,405391.3868,433504.4795,450050.6123
"NSFTV_206",50309.37061,68171.56169,76586.26313,103178.5793,116032.5853,132148.4609,151797.0282,169775.9557,193399.1783,215793.814,231423.2734,254446.8692,280856.8544,310126.7601,341865.5308,376397.9536,411517.1618,448909.094,476204.4644,523569.8039
"NSFTV_207",44513.59378,61615.73465,72411.56778,93897.3802,107683.5648,126223.1043,145244.6763,162186.4541,182476.9618,203329.5505,227935.6396,253811.6331,281868.1489,312965.7979,344945.8305,387227.0218,420156.6304,461736.1368,499604.7295,539297.9499
"NSFTV_208",48301.87061,69880.06169,80646.26313,112570.746,130858.0853,151511.7943,178633.0282,207181.9557,237447.5116,271284.0303,311522.4401,352924.5359,392948.1877,443810.7601,495027.5308,548948.6203,601689.6618,661998.4273,690415.4644,710296.4744
"NSFTV_209",87810.76331,119455.7535,126220.4818,146588.283,156584.0032,185630.5344,212196.1209,246798.4495,269992.3126,312505.091,337861.238,382791.4249,402618.5323,463062.9112,503208.7294,553495.2265,602229.0363,636593.7654,719445.0249,716545.3879
"NSFTV_21",47249.54296,69390.19678,81146.32341,109834.8494,123795.3304,144130.4751,168899.0072,191234.3151,220400.4468,230355.9806,281347.9436,310942.609,342765.4578,377101.806,419696.3553,467121.5469,497837.6558,538155.8226,572633.7344,615934.6181
"NSFTV_211",36362.5259,51010.04152,58246.39256,73778.78908,80263.59499,92535.43252,104704.8202,117460.7369,133253.6412,151326.5303,169859.1831,188820.6397,204621.1476,225641.4183,248640.132,281112.267,311366.6737,326886.8867,351662.1746,378147.4253
"NSFTV_212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_213",35358.03728,47206.89503,55000.76313,70021.91262,78051.25195,91705.46093,104519.1948,125002.1223,144307.6783,162679.814,172583.7734,190038.3692,212033.0211,236719.4268,260765.8642,298448.7869,328823.9951,360945.4273,397984.9644,428465.9705
"NSFTV_214",28604.19194,37874.72836,43023.42979,54799.41262,62467.75195,72846.96093,85649.86151,101384.289,117128.8449,127629.314,142574.4401,159734.0359,177069.6877,193179.9268,219502.5308,247453.4536,267907.3285,292689.9273,308321.1311,323601.8039
"NSFTV_215",42698.20394,59194.72836,68729.26313,89885.57928,101190.0853,112990.9609,134497.8615,158417.9557,176767.6783,196724.7803,214301.7734,246256.8692,269968.8544,301252.9268,332551.6975,370128.9536,406772.8285,439092.9273,476990.7978,527733.9705
"NSFTV_216",35145.70394,52129.89503,60721.26313,79185.57928,92078.58528,108258.9609,127796.8615,147488.9557,166955.1783,194949.2803,212783.1067,240242.0359,270132.3544,300235.0934,337104.0308,376221.7869,416649.6618,449762.2606,496480.7978,530292.3039
"NSFTV_217",31994.70394,43296.89503,50217.09646,65525.07928,75832.91862,87137.96093,100206.0282,112650.4557,128353.3449,157292.0303,158836.2734,169658.8692,188415.0211,216398.9268,239105.5308,263061.7869,291834.9951,319041.9273,339615.6311,387767.3802
"NSFTV_218",20343.87061,26894.56169,30933.42979,43408.24595,51070.08528,58055.1276,68874.69484,79148.12234,91638.17828,102769.6473,115130.4401,128366.0359,148485.5211,171193.0934,188772.3642,210166.1203,233354.6618,256375.7606,281808.1311,308167.4705
"NSFTV_219",50160.03728,72836.06169,83764.92979,112220.746,128357.4186,148367.2943,164836.0282,188291.9557,207989.8449,235615.1473,263924.2734,288537.3692,307579.0211,342601.4268,374132.0308,410360.1203,431226.1618,471900.594,501976.1311,537314.9705
"NSFTV_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_220",47918.34378,68148.23465,80363.19278,96487.7552,110352.3148,130569.2293,152292.9263,176422.7041,196244.8368,230236.7582,249690.0146,283938.2581,315556.5239,347058.1729,380122.5805,426118.1468,450648.3804,485913.1368,519026.1045,548811.0749
"NSFTV_221",51837.70394,72430.56169,84692.92979,107784.246,122394.5853,145494.4609,165871.1948,187751.1223,200150.0116,244448.6473,265254.6067,305457.8692,337954.0211,373173.9268,420333.0308,453877.4536,486901.4951,507318.094,528259.7978,586229.3039
"NSFTV_222",52917.37061,74098.89503,87500.26313,111862.746,125230.9186,145446.4609,178711.0282,193014.4557,214504.3449,231126.2803,262944.7734,285924.5359,317421.3544,346418.7601,373166.0308,411933.4536,449666.8285,483846.094,523866.7978,581162.7244
"NSFTV_223",50914.70394,75700.89503,86811.76313,114836.5793,126448.4186,148001.2943,162087.5282,186346.6223,212482.6783,240944.1473,257178.7734,289561.7025,306868.1877,328345.0934,371027.0308,426301.6203,464010.9951,491488.7606,526381.7978,551595.4705
"NSFTV_224",51700.96878,73521.10965,84568.69278,111274.3802,129271.6898,143999.6043,166634.3013,187903.5791,210164.3368,241207.8839,254534.0146,288766.3831,314112.5239,349751.0479,394434.3305,436457.1468,468327.3804,512357.8868,563442.8545,603538.4499
"NSFTV_225",42452.20394,55365.72836,63979.76313,85860.74595,102873.7519,117054.6276,129728.5282,149943.6223,170449.0116,187813.814,200941.7734,229969.5359,252985.8544,285006.2601,315569.8642,349191.7869,374628.3285,411562.094,442055.7978,484837.1372
"NSFTV_226",47036.59378,65871.73465,76855.19278,101773.3802,118023.3148,137531.6043,157307.5513,175420.5791,199862.9618,249719.5505,252419.5146,284124.2581,319787.6489,353871.9229,396668.3305,440962.5218,482153.5054,524498.7618,561761.9795,600133.4499
"NSFTV_227",54376.20394,74432.39503,87175.76313,112033.746,128312.7519,144387.6276,162983.5282,185714.789,208829.8449,231295.6473,253900.9401,283690.8692,312055.5211,343897.4268,377936.5308,416258.2869,447149.3285,476228.094,499238.7978,504001.8039
"NSFTV_228",38137.70394,55315.06169,64243.09646,85593.91262,98683.75195,113150.6276,128469.6948,148241.6223,168181.5116,187983.7803,217207.9401,241059.5359,272278.6877,299308.7601,329331.6975,364661.4536,397394.1618,431041.2606,470958.4644,501511.3039
"NSFTV_229",55684.37061,75625.39503,85605.92979,105696.4126,115514.0853,129641.1276,147111.6948,165357.9557,183184.0116,201822.9806,212575.1067,230853.3692,247356.1877,274400.9268,294444.8642,319478.4536,339722.9951,365545.094,384121.4644,413372.9705
"NSFTV_23",69779.41796,97543.44678,114634.4484,143247.7223,161750.7054,185850.8501,214065.6322,251182.6901,283134.6968,336782.9806,363917.5686,421053.109,446780.4578,478394.931,528460.1053,591979.6719,580178.1558,590278.3226,617864.6094,637244.9931
"NSFTV_231",60284.53728,86539.89503,103465.4298,136713.0793,155533.5853,186130.1276,212834.3615,241722.4557,270594.8449,315371.6473,346376.4401,384558.0359,419693.6877,456780.0934,496045.5308,537480.4536,539976.4951,566712.7606,583674.2978,592336.7244
"NSFTV_232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_233",28908.21878,38865.35965,44855.81778,58873.5052,67506.31477,78816.85429,88183.67635,99357.82913,112574.2118,132091.2172,138840.0146,154683.0081,172971.7739,195256.4229,218728.8305,245182.1468,269615.1304,290137.7618,322242.3545,352215.5749
"NSFTV_234",54710.70394,79798.39503,92426.92979,130033.5793,153531.0853,174511.6276,196852.6948,227846.4557,248210.3449,291907.9806,321330.7734,363172.0359,401131.5211,433235.5934,474392.5308,522285.1203,526272.4951,543884.2606,557861.7978,579879.2244
"NSFTV_235",63113.53728,88667.39503,103749.0965,132407.4126,145225.5853,168805.6276,191754.6948,216800.6223,247956.0116,306678.2803,304048.6067,333760.7025,367951.0211,402332.0934,437487.0308,488139.6203,512603.3285,545524.594,556830.9644,605693.9705
"NSFTV_236",30487.71878,42315.73465,48470.19278,66178.8802,76486.18977,88553.10429,99508.55135,115066.3291,129280.4458,150168.1332,166633.0146,186232.7581,208526.7739,237365.9229,265601.3305,303526.8968,331636.0054,366495.5118,404285.1045,403195.9456
"NSFTV_237",38487.87061,47314.22836,54007.42979,68758.41262,76110.91862,87213.29426,102519.3615,121726.289,138193.8449,155189.9806,177092.4401,195092.5359,216209.1877,232391.5934,255849.8642,279412.4536,287456.6618,316487.594,337090.4644,387168.9705
"NSFTV_239",36611.5259,52986.54152,59132.39256,80131.28908,91309.59499,102186.1825,116189.5702,132541.4869,150022.3912,171540.5303,188618.1831,213489.1397,236594.1476,270434.1683,299865.882,339726.267,384725.4237,423572.6367,449640.4246,495563.8879
"NSFTV_24",44905.87061,59617.22836,69074.76313,90079.24595,102682.9186,113362.7943,131212.0282,150483.1223,169050.0116,198576.7803,216961.1067,236968.5359,264146.1877,292571.0934,326193.8642,359975.2869,364703.4951,394946.9273,413387.6311,465212.1372
"NSFTV_240",47603.70394,69774.06169,79527.09646,110531.5793,126135.4186,146564.4609,166269.6948,190691.4557,219714.8449,245650.4806,270849.9401,302957.7025,331694.3544,368723.4268,408860.5308,442586.7869,478684.6618,528940.9273,572289.1311,610391.9705
"NSFTV_241",50275.03728,74392.39503,86470.59646,118118.9126,137792.4186,163261.9609,183751.3615,218401.477,225830.5116,273261.814,284150.6067,321394.0359,340402.8544,362491.7601,402467.5308,437551.2869,461739.3285,475769.2606,507656.6311,525318.4705
"NSFTV_242",37812.21878,50366.98465,55671.44278,74762.1302,85429.93977,97043.10429,108274.9263,121633.0791,136248.8368,149967.7172,165324.0146,183242.6331,206058.5239,228274.2979,251998.2055,276261.0218,304250.1304,333559.0118,359632.7295,384001.9499
"NSFTV_243",45732.2759,63243.29152,70083.64256,91985.53908,102287.345,111986.6825,136320.5702,153150.9869,168055.8912,181647.0303,203547.4331,221143.3897,243751.3976,261325.4183,280716.132,309285.767,332003.6737,353831.3867,387615.9246,407596.1753
"NSFTV_244",55810.20394,78688.72836,92154.76313,124622.5793,139304.4186,149368.7943,174781.5282,202496.6223,234125.1783,244469.7803,300679.9401,322019.0359,362773.1877,397703.5934,437312.3642,496346.1203,516325.6618,566771.9273,600505.9644,655396.4744
"NSFTV_245",62998.37061,84997.72836,96091.26313,128193.4126,144338.4186,166797.1276,189230.8615,207171.9557,226026.1783,254596.6473,283829.7734,312803.2025,347163.0211,377409.0934,414166.1975,446872.4536,479841.8285,517875.2606,559997.9644,584695.3039
"NSFTV_246",66300.53728,96971.22836,112220.5289,143749.246,162353.2519,179375.1276,203765.8615,230967.9557,259111.5116,289442.6473,325052.6067,360302.8692,400251.8544,437135.7601,478888.6975,524649.4536,528673.3285,579522.594,633127.7978,675914.8039
"NSFTV_247",40973.20394,59641.72836,66543.09646,84266.24595,93512.75195,110526.1276,124011.0282,139371.9557,153503.6783,173066.1473,189271.6067,224470.2025,238971.6877,269341.2601,280549.3642,303455.4536,325116.3285,352241.9273,370014.9644,402768.8039
"NSFTV_248",41212.20394,54831.89503,65624.42979,86159.07928,94329.91862,106614.6276,127022.0282,144484.4557,158571.3449,184542.5303,206326.6067,232650.0359,258174.8544,286605.4268,320928.5308,361053.9536,393816.9951,432667.594,474241.4644,510426.9705
"NSFTV_249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_25",39348.66796,54362.69678,63884.82341,82783.86516,96735.20543,112595.4746,133672.0072,152667.5651,173558.3218,204873.1473,219085.9436,245605.984,271166.9578,305947.556,342102.2303,383921.0469,416515.4058,458149.8226,487098.1094,460446.1699
"NSFTV_250",35085.34378,48165.85965,55289.56778,69031.7552,77007.06477,85430.22929,98258.17635,108733.4541,118153.7118,130381.7582,141182.0146,156039.5081,168926.0239,187989.5479,205137.9555,221493.6468,241655.7554,263632.6368,287035.7295,303961.2789
"NSFTV_251",27770.46878,36952.85965,43434.56778,59001.1302,68362.06477,82161.35429,95384.05135,111018.4541,127861.2118,147306.2582,159669.5146,183969.0081,208955.7739,233085.0479,262757.5805,296645.5218,330797.6304,365016.2618,403656.7295,433949.1999
"NSFTV_252",41463.70394,59914.22836,70612.26313,94125.07928,109706.0853,129747.4609,146499.0282,166939.6223,183855.1783,206045.1473,231904.9401,264403.7025,293546.1877,329759.0934,362840.3642,402693.2869,443143.3285,487581.4273,531639.4644,635304.2244
"NSFTV_253",31465.03728,43194.06169,51352.26313,70148.91262,82291.08528,96006.29426,113726.3615,129865.9557,147432.0116,162991.814,181019.6067,203567.5359,229947.0211,253857.9268,280707.8642,313017.2869,337782.8285,358860.094,383597.1311,400666.8039
"NSFTV_254",30922.84378,43204.85965,49463.56778,66842.1302,76943.31477,85700.47929,100596.9263,114096.7041,131776.0868,146856.2172,169433.6396,190864.1331,215214.7739,244278.4229,270464.8305,305591.8968,333858.6304,364219.1368,398421.3545,430961.0749
"NSFTV_255",67054.34378,99354.35965,113392.0678,151524.6302,172767.6898,191568.4793,216822.1763,247958.0791,266084.0868,306385.7582,334440.3896,377968.1331,415395.5239,460328.7979,508526.9555,557418.7718,590448.3804,622832.2618,671077.6045,704544.8249
"NSFTV_256",42957.21878,60455.48465,68184.94278,92530.8802,106052.4398,123222.9793,137940.8013,152835.4541,169997.5868,185052.3839,210727.5146,230255.2581,256516.6489,281383.6729,306677.7055,339605.8968,364735.7554,385579.3868,414364.1045,445371.3249
"NSFTV_257",43959.87061,56355.39503,64448.59646,86948.41262,99787.41862,116000.9609,132367.5282,145204.789,166353.8449,179515.1473,192742.6067,215034.0359,238558.6877,256543.4268,275735.5308,306208.9536,331259.9951,363832.9273,392389.1311,424239.1372
"NSFTV_258",51285.71878,65695.73465,75114.44278,94133.3802,98866.06477,113065.8543,130252.5513,145672.2041,162733.3368,189518.8832,209958.2646,240748.6331,272330.1489,303386.5479,341185.3305,386957.5218,418609.6304,437836.8868,471049.1045,504825.1999
"NSFTV_259",48854.21878,67540.98465,76548.44278,101949.6302,117690.5648,134932.8543,154874.8013,177287.5791,199522.8368,221754.2582,241656.3896,267157.6331,292882.2739,321467.5479,356699.3305,386684.5218,425402.7554,437288.6368,479420.9795,521541.0749
"NSFTV_26",44346.03728,56835.22836,64079.26313,86099.41262,98774.91862,111103.9609,127456.8615,145648.289,167243.8449,214463.7803,209053.6067,236244.2025,261367.3544,295863.9268,328281.1975,371838.6203,407019.8285,440590.7606,480588.6311,515529.4705
"NSFTV_260",44316.34378,60560.19098,70032.81778,90464.1302,104155.6898,117757.1043,139811.1763,157403.612,167541.0868,189837.5505,200544.6396,218935.1331,241766.2739,266187.5479,289894.8305,308365.1468,322545.3804,350888.1368,371707.7295,390343.5749
"NSFTV_261",63940.19194,87297.22836,101145.0965,145085.746,162548.0853,184726.2943,210129.0282,242317.9557,274421.5116,301009.2803,332824.4401,369446.3692,405598.5211,445024.4268,495544.8642,554999.1203,606587.6618,650281.094,703121.1311,727761.4705
"NSFTV_262",66363.21878,94105.60965,108444.4428,145734.1302,164173.3148,187696.2293,212473.9263,242288.0791,270199.0868,323603.0505,338811.1396,380457.1331,421867.5239,460166.0479,513546.0805,566338.3968,584894.7554,606678.0118,627433.9795,666712.9499
"NSFTV_263",37996.03728,53455.22836,63260.26313,82359.57928,93099.08528,106754.6276,121163.3615,134739.789,151102.1783,178174.7803,183765.1067,208564.2025,228210.8544,252264.2601,274107.8642,315759.7697,331979.4951,364979.094,387477.9644,412231.3039
"NSFTV_264",43992.20394,62454.39503,74168.59646,96537.07928,106146.7519,124861.4609,141873.1948,160444.1223,187139.8449,205284.7803,233310.7734,257619.3692,278539.8544,304748.9268,340403.6975,383853.7869,417142.8285,447940.9273,491851.9644,526532.3039
"NSFTV_265",46073.84378,62221.48465,70901.94278,93541.0052,108002.8148,119318.2293,138443.3013,153517.8291,174548.0868,197974.6332,217787.1396,246069.8831,278790.2739,310485.4229,340458.3305,381909.2718,417509.3804,451777.7618,479773.4795,523693.1999
"NSFTV_266",36866.34378,52002.48465,59937.81778,77739.7552,88414.18977,101941.6043,116530.3013,134330.9541,152434.3368,174430.2582,192975.3896,216533.6331,242441.2739,269339.9229,295086.7055,513176.2718,357278.2554,394773.0118,434875.3545,469826.8249
"NSFTV_267",24955.46878,36054.10965,41699.81778,51411.7552,58018.93977,66421.10429,75411.42635,84493.32913,95028.96185,106143.0082,116284.8896,126808.6331,141861.8989,157151.5479,174423.8305,193125.2718,210592.3804,233826.8868,259305.2295,285131.5749
"NSFTV_268",41612.34378,42371.23465,49821.44278,62106.8802,68623.81477,76437.85429,90299.80135,102605.7041,113539.7118,121230.5082,138831.1396,156896.2581,170278.1489,191923.1729,207044.2055,226518.8968,243674.7554,258260.0227,295191.1045,315396.0749
"NSFTV_269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_27",41751.03728,59992.89503,71115.42979,97655.07928,109813.9186,128945.7943,143540.5282,163138.789,189783.1783,194830.0303,244517.4401,279164.2025,311074.0211,342132.4268,382493.5308,439407.2869,478125.4951,509128.4273,569762.6311,614139.6372
"NSFTV_270",44505.43837,57318.11219,64907.42229,82030.95371,92213.23107,105769.9665,121248.5871,140594.1411,156878.865,175681.3839,195077.7014,214005.0681,232703.2758,260061.0826,279089.3311,305244.4202,328004.6279,353694.3463,366284.2913,403234.0795
"NSFTV_271",50283.34378,66216.60965,76907.06778,90144.3802,97450.43977,109630.1043,125035.5513,151939.7342,144951.2118,159298.8839,189202.3896,211119.1331,227278.1489,246793.6729,266382.4555,297414.5218,337293.5054,372979.5118,403081.8545,424874.2789
"NSFTV_272",52693.87061,70455.56169,82995.59646,110422.5793,127339.4186,148177.2943,171835.6948,195609.289,220979.8449,253259.1473,282737.7734,321349.5359,358947.3544,396839.2601,440351.5308,483333.7869,530557.4951,568244.4273,573861.4644,619100.8039
"NSFTV_273",34093.2759,48149.29152,57629.39256,78409.03908,86128.84499,103584.6825,120645.0702,142304.4869,165230.6412,196891.5303,217363.9331,252251.1397,284343.1476,319130.9183,364455.632,406339.517,456782.1737,493857.6367,566089.6746,619065.6753
"NSFTV_274",33797.34378,44271.35965,51302.19278,62881.3802,73946.56477,82557.35429,98785.92635,118254.7549,133127.8368,153061.3839,166672.1396,184027.6331,203556.3989,234853.6729,265372.0805,295020.8968,328255.7554,356674.3868,389261.1045,428100.6999
"NSFTV_275",41788.53728,54190.39503,66138.42979,86386.91262,99335.25195,108605.9609,118347.0282,142936.289,163016.6783,182601.0303,199360.2734,224170.2025,248979.0211,274368.2601,307625.3642,340774.2869,355904.3285,389730.9273,422254.2978,461015.3039
"NSFTV_276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NSFTV_277",32601.87061,44714.22836,51228.09646,69363.07928,79678.75195,91896.1276,107671.3615,120986.789,136102.3449,150776.0303,168837.9401,191204.3692,213241.5211,238299.9268,265677.5308,292698.7869,316743.9951,347583.2606,366873.7978,341855.9744
"NSFTV_278",16086.84378,21666.85965,25518.94278,33361.6302,39574.93977,47302.35429,56274.92635,63807.95413,72199.21185,79670.75823,87542.63955,99665.50813,109492.2739,124927.1729,139979.5805,158943.1468,179609.1304,199393.7618,223425.6045,255954.6123
"NSFTV_279",46383.20394,66648.06169,76254.92979,96536.74595,106043.7519,118086.2943,133364.5282,149696.4557,169708.3449,187669.5303,203117.6067,223495.5359,235664.0211,262228.7601,280572.3642,301648.4536,321915.8285,341909.094,362481.6311,373737.1372
"NSFTV_280",32026.47508,42581.25365,48874.02319,64186.00826,72683.61065,79018.67836,92317.52601,106087.9728,123757.0011,142794.1767,154718.3621,173437.8655,194002.5815,216282.5514,237882.1568,267154.0421,297217.6991,330341.5725,361479.4294,399595.3436
"NSFTV_281",33822.2759,44585.04152,55405.14256,70469.78908,79591.84499,89045.68252,98168.57019,109277.7369,120659.6412,141865.7803,153011.6831,168548.1397,190593.6476,214090.6683,237176.382,263944.267,289791.6737,322554.8867,360162.1746,396026.6753
"NSFTV_282",27380.72508,38454.50365,44462.02319,58752.63326,67352.61065,78901.55336,93007.02601,104189.9728,118258.6261,135888.9779,148231.1121,165704.8655,182966.2065,203441.3014,224560.0318,250737.5421,278316.3241,304593.8225,334943.5544,355954.6372
"NSFTV_283",36214.53728,53292.22836,59208.42979,79735.24595,92822.08528,104923.2943,122649.5282,142543.289,161990.5116,179553.314,203637.7734,227556.2025,256107.6877,279978.0934,314923.5308,347192.2869,379306.9951,408485.4273,442207.2978,399135.7244
"NSFTV_284",65855.70394,86340.06169,109227.2631,135420.246,154480.5853,180575.7943,214000.3615,244092.1223,280523.5116,315490.0303,339500.2734,353644.2025,388021.3544,427348.9268,463411.3642,526579.4536,529533.6618,559175.2606,557190.7978,578820.6372
"NSFTV_285",33140.37061,42496.22836,50671.09646,67892.07928,76913.41862,86002.29426,103868.5282,121475.789,138922.1783,147906.7803,172489.7734,197901.2025,222386.0211,248356.2601,273908.3642,302303.1203,333743.9951,367862.9273,399022.4644,430735.4705
"NSFTV_286",51774.53728,76044.89503,87560.42979,119224.0793,132633.2519,156263.2943,184467.3615,214229.1223,243995.6278,292870.2803,306651.6067,335208.7025,373058.5211,418231.9268,468237.3642,510105.7869,540302.4951,560355.4273,593049.4644,659627.4744
"NSFTV_287",38778.22508,55659.50365,64008.52319,88504.50826,97075.86065,109832.6784,124593.526,143052.4728,161362.7511,185861.7279,205783.4871,234138.6155,259125.5815,290835.4264,316013.5318,356490.4171,377284.1991,394323.9475,415212.4294,448647.4705
