taxa,PC1,PC2,PC3
33-16,1.73505890427566,-4.92056935988718,1.05617391869484
38-11,-1.55610430894095,-4.6767188282517,-0.645830318324254
4226,-0.847717574794394,-6.18533173861769,2.31062088437836
4722,2.15352135013055,-6.22259686224864,5.53066684683947
A188,0.670272997517007,-4.86379271310515,0.807382531964238
A214N,-13.6781782432467,0.790917358683489,-21.5261882848633
A239,-0.534442682344183,-5.9022553118107,0.378824430069674
A272,3.77335800951284,2.80436697652471,2.21807831436986
A441-5,5.45705124904424,-0.120507494645918,1.09368317561516
A554,-0.921143096619845,-5.46435549083998,1.09169369412302
A556,0.516613866224908,-6.63579043584637,1.90331747111318
A6,10.42206342453,10.4311211035003,0.452184334962547
A619,0.0109676793415243,-15.4787012277259,5.32094219667989
A632,-19.6950939075083,-0.0997647055430757,-27.1525818525896
A634,-18.1198344387453,0.443033922214603,-25.183556092993
A635,-18.7187179312994,-0.666045290824631,-25.3254714890451
A641,-11.5285513987251,-3.83642890095051,-17.363880758786
A654,-0.300782683784716,-5.87769745616828,-1.02739977762874
A659,-1.19504551881651,-5.36827430528936,1.62450255136423
A661,0.46167606988204,-5.00336449634954,2.39451801972474
A679,-30.0976507754322,13.0742953861101,12.2848380160693
A680,-35.9615521632037,16.1108370964222,12.5873926169674
A682,0.946931357621663,-8.41301387812199,0.195886189160691
AB28A,0.930914837542281,-2.57481562286146,1.17954247908945
B10,-15.2926316977306,-1.39603338763918,-7.28929176782422
B103,-3.00807026138471,-5.08268062248811,-2.69477532456655
B104,-21.4289535966294,4.6605805658713,1.3725340014082
B105,-8.37996560709548,-0.377399023959642,0.987454627318447
B109,-29.9623299047773,13.2623616503785,9.23244948494728
B115,0.828935176725622,-4.91661283608032,0.107597130366084
B14A,-25.3960087405575,0.922880639289015,-29.3716405323594
B164,-2.30604799751493,-3.52461895112932,0.766814744873435
B2,-4.1242027914622,-4.09607638068466,-1.80971533105153
B37,-14.3590131594555,-0.0634041518820324,5.61619160476906
B46,-7.07985247973098,-6.94928998581728,-3.69441414641664
B52,-1.96993369038792,-4.86796263339535,0.0337609712969188
B57,0.406358662215745,-3.15823626917761,1.72197577479549
B64,-15.2203486754168,1.04848872729243,-24.709840767518
B68,-19.7272431095423,0.0391356410590917,-27.3371160157968
B73,-38.7362721610449,17.8786652971555,13.4381522137669
B73HTRHM,-37.8654782296633,17.2417295606666,12.8663141951557
B75,-1.31314596087739,-6.44033954119909,0.899551816073289
B76,-12.8085940543472,-0.443413890320853,5.68480361729292
B77,1.8468785063634,-3.39886500232124,-1.52658817477073
B79,-6.42535038272267,-4.23972439776314,-4.05131943670467
B84,-21.7585424786397,4.67295625970389,0.660067958974627
B97,-2.5186738251516,-7.55493222632901,-1.57381687825008
C103,4.12328926204438,-11.9938409114305,3.94711586061646
C123,2.44354412336574,-9.88546112777528,2.80074463251193
C49A,0.733924950923909,-4.68756494450799,-0.841409695162684
CH701-30,-2.63378957337052,-5.07358690182523,-0.268821661800951
CH9,1.58451240236816,-3.91077995417077,-0.0729265268988883
CI7,0.0378742339841453,-5.35870737808698,1.66639878579713
CI187-2,4.4053479609462,-2.38790705409666,1.04172276655263
CI21E,-5.75393272947481,-0.375133303282094,-0.0547969737896369
CI28A,-0.860816602539398,-1.70657651782848,-1.15191094031276
CI31A,0.587876447899998,-4.34452988609197,2.57420742359998
CI3A,-0.619877172122756,-3.41774094477441,-2.59962677048197
CI64,3.22954762878741,-2.26367753553235,0.476499200660526
CI66,3.30513032593712,-1.79087687940567,0.94789997819596
CI90C,2.0479835579634,-4.59676579087492,4.02679910085594
CI91B,-4.26861569327761,-2.66756103931085,0.856869978956219
CM105,-20.4161022573407,-0.208307884247587,-19.8946673518757
CM174,-14.7685482332436,-2.36854606212052,-22.0449215526597
CM37,-1.86209092420808,-8.75239042165281,-1.22273579833213
CM7,0.0220311689347653,-6.85986569445132,0.624886505225289
CML10,10.1454790825102,7.31991728150634,1.0593186847446
CML103,8.50542046805073,6.19444315419245,-0.19526181674358
CML108,8.33685274263719,8.25764837729123,-1.17823955996241
CML11,10.588410167959,9.48476009798126,0.307925442658509
CML14,9.2314154240561,8.91519793818709,-0.805591732513468
CML154Q,8.45193206687027,7.79843812387082,-1.290564535791
CML157Q,9.83146785465246,7.34186660877291,-2.3860704028056
CML158Q,9.68603166611768,8.17377234181567,-0.170177097909869
CML218,9.9642512099934,7.2398501172687,-0.882580068098254
CML220,7.53438332975554,7.74414743886026,-1.60438751019636
CML228,10.8380676698992,7.89470947888172,1.00928627901792
CML238,8.91343784853293,9.80627510657143,0.387416989580027
CML247,9.5293608186523,5.8256381924859,0.990329802303616
CML254,11.4841122236787,9.26284773857527,-1.75791832283515
CML258,11.0610608208539,8.90381977429247,0.511643766937412
CML261,9.8499481781958,8.50991087406102,-0.654408619347193
CML264,9.37444139966736,8.67938952652758,-3.34489068388509
CML277,9.58366154493693,8.68715960714222,-1.97149004535814
CML281,4.82743963171573,5.72887943741179,-2.77966702213836
CML287,6.81486579452207,8.19843925664461,-2.93355342691398
CML311,9.13949369368719,7.67286278560916,-2.2219944425438
CML314,9.86985151404872,9.34011567648867,-4.02804856524343
CML321,10.0978431572533,9.00082652444963,0.882408888265265
CML322,9.31844750200381,8.938545804296,-3.61542379656083
CML323,5.30502922008146,3.87674618535176,1.15113014754277
CML328,8.18911141625793,3.39552852883859,-1.12989128211381
CML331,9.4839639917899,10.7450751728023,-3.88436078601676
CML332,9.79968555770898,10.0775466547784,-2.31741515785804
CML333,7.04709953475415,6.10549250175312,-1.68652452291503
CML341,10.8911556834544,8.74629919704836,0.416146543167711
CML38,9.72997709158016,7.33881810666003,-3.19701958158407
CML45,10.2067020324341,7.8122223899592,-1.155783013201
CML5,10.2066459699235,7.97871906971665,-2.9019862324049
CML52,9.46149867572607,8.48288301801889,1.00998040433181
CML61,10.1087231226479,7.55050479478175,-1.51386066023018
CML69,9.90146469820023,9.34073140267229,-0.916657827024655
CML77,5.02351122483293,6.24836151745128,-2.97918886714649
CML91,5.93680626831082,5.2624550860947,-0.936484277095
CML92,5.16277907293957,5.60081477346654,-4.22885597996074
CMV3,-0.397574361390908,-5.24393714333709,-2.4636464744966
CO106,0.499322828222954,-5.13084873711967,-0.729928566902653
CO125,0.959399341764241,-5.88768621534356,0.458093308405747
CO255,2.44479455054708,-4.77326610622845,2.90353946370695
D940Y,6.94075858263414,-2.72349880076711,1.05815235471224
DE2,-0.830311221698566,-6.32093780141191,0.375884779499067
DE3,-4.28844106060291,-3.81419021602215,0.883203342971002
DE1,-0.455041242720842,-5.87536193534982,0.664396826485414
DE811,-10.8135772553516,-1.74138904919548,-13.6093949647077
E2558W,2.83067153346792,-1.47716988004381,-0.0682226756570725
EP1,5.43942788844266,-2.90493376567879,0.778266208136692
F2834T,3.52921322254349,5.70509599525767,-0.278051671432678
F44,3.2066496299724,1.16036546657627,0.48388069599612
F6,0.713261999224762,-4.25087825609807,2.59365396255002
F7,4.18201820569699,-7.16475997245838,0.762712165360262
GA209,2.26483847980124,-4.28606898393334,2.27070292686644
GT112,5.28043216163883,-2.37313384302083,3.15041072453397
H105W,-14.5145476214037,-0.511915371406869,-21.2585154992148
H49,1.32835000476738,-5.06496340583628,1.44450073099268
H84,-9.83077707100868,-0.446047556067451,2.56613034788648
H91,-22.7172786864357,0.545828902407369,-27.5810399690359
H95,0.044377061259439,-9.8760015697758,4.91903303856705
H99,2.06582304390832,-5.61700929606888,3.06672367644631
HI27,3.48722004617282,6.36585178646409,-9.64327122447995
HP301,2.60793464221741,-7.07031929090626,7.42064274878604
HY,-7.78959677439617,-1.10305011408318,1.81278119726705
I137TN,5.84648949654528,0.995333367192319,0.653287646910293
I205,-4.10799695433635,-2.93166735793945,-0.407730073696449
I29,1.21698790477435,-2.8418320519827,1.78834670280787
IA2132,-1.21905340146051,-11.3999667308783,3.93918737122264
IA5125,0.198503759757401,-9.58496620980394,1.89392273042756
IDS28,0.944578267651306,-5.20491459784063,3.32411769228121
IDS69,1.29248817060297,-6.88453696056547,8.27613471498728
IDS91,2.55073675903417,-6.59567602504623,8.17839380413346
IL101,-1.6777239170752,-13.3977501471631,2.15868740709044
IL14H,-1.61297529605112,-13.9311288927416,3.52951339527242
IL677A,-1.6085018863768,-11.9383579816878,3.19965255633998
K148,1.7579038232508,-3.71668459588192,0.531310064014991
K4,0.970007519554356,-2.8675395076592,1.46904937433031
K55,-1.79930963483368,-2.43356705148588,-0.437772580073833
K64,1.06544166483152,-4.60826681076663,1.30333054387202
KI11,8.12103839203871,6.91715519523491,-1.07478922647264
KI14,11.1846538646508,6.91183054304948,-0.0200297615059209
KI2021,10.5887006585171,6.19903981802309,0.166380539899584
KI21,6.83305721999355,2.02099740745499,-0.367820642948343
KI3,11.2201552947692,9.48989469608648,0.258805270195559
KI43,8.89788174488827,4.81184690634869,0.349942279449436
KI44,9.49822643957543,6.59094239725051,0.651514891932782
KY21,1.2046384713334,-2.22202792430569,-1.58111490650035
KY226,2.65956833820048,0.0474818931994997,1.57550199088461
KY228,1.26408904015502,-4.21090068611414,-1.1858239502567
L317,2.22332159786979,-5.69356894136321,-0.368146530141227
L578,4.4446458632629,0.518750082402496,1.75909019499878
M14,-4.33772638294144,-7.01192381188456,1.30233957746345
M162W,4.87518636387932,-1.94478409057738,0.507702083459148
M37W,6.42756885775706,1.14334464213942,-1.78490322626848
MEF156-55-2,-0.410341348361158,-11.0676549828976,3.46110414323039
MO17,2.27704054939854,-8.94979287687284,2.06030720394939
MO18W,6.98302213714592,3.69370640518725,-2.06261901405087
MO1W,1.74664599095592,-4.84304467803623,-0.362419428291225
MO24W,4.95554691369645,-0.503824832403616,2.85499017530518
MO44,-3.11780613460427,-5.79487973381076,-0.730795006358761
MO45,0.071004610810988,-2.69992611042268,-0.400984265098787
MO46,-1.47689779606722,-1.67583233975101,-4.16909539463421
MO47,0.954748373913103,-2.27533006983477,0.912757510126653
MOG,2.68193065624093,-2.32401312028755,-1.42886030520847
MP339,0.787179391029432,-0.285894819901928,-1.3307692644727
MS1334,2.89077539787555,-4.57067977211717,-0.452482085888824
MS153,-3.28541825812895,-8.64383026886272,0.994059440524595
MS71,-2.65810961424155,-8.14974397943479,0.103316478853047
MT42,-0.45452599023809,-5.80926174415064,-0.137017122406198
N192,-31.7549001049271,7.49533120611904,1.02265311296165
N28HT,-12.6696804521215,-0.933322749470907,-1.9613352697723
N6,-0.354678668550553,-4.32557417882209,-0.109044065963245
N7A,-8.60528341462755,-3.64378635856784,-5.60149609211997
NC222,1.72641223267899,-1.95815322775366,1.09847126795303
NC230,0.135962280909806,-2.1018430586164,-1.00954792822541
NC232,1.77384786146571,-2.86340464710722,-0.156958998494154
NC236,0.765027456723514,-5.98693358557785,-1.85373165179733
NC238,3.09622230208945,-3.21061981263684,3.29534770249518
NC250,-9.57160338203564,1.7268903860653,6.41128084032415
NC258,4.56754532950815,-10.7274736611834,3.22841058508822
NC260,-1.63902643927243,-5.69359403106794,-0.465381593611247
NC262,5.37362272940064,-10.1516031408209,3.11278248969396
NC264,8.46790871084257,1.335442847268,-0.395043064192088
NC290A,4.1179166973284,-10.7619206594592,3.44717253053632
NC294,-25.9461126793787,11.0342090265481,12.9594531489146
NC296,12.5081828635716,18.3670952607676,-0.711240046193825
NC296A,12.9363848551957,18.1569345296668,-0.653082210171087
NC298,13.4317219940628,17.1694932171579,-1.55378172408898
NC300,11.3308309664895,11.9197699182373,0.585995369405795
NC302,11.1474591270943,14.7439862780668,-0.136435130416876
NC304,10.8529450168022,14.1531323898692,-0.795535625696204
NC306,-27.0491299463446,12.3345762842261,13.0830950145377
NC310,-34.8907780857255,15.1670415590807,10.5562566782276
NC314,-20.1115656686095,9.49075716211793,9.91297316573099
NC318,6.55211526470341,0.588317008345944,0.2428879059608
NC320,7.80824521038778,0.933277293583509,-0.289050247321272
NC324,-20.2274570670633,9.75778836053028,10.8044461592868
NC326,-37.1615197125753,16.0985818140715,12.1431834998019
NC328,-35.3278100256982,16.5251921227355,12.7211293898603
NC33,2.07763244067888,-2.90000555065432,1.45387657568442
NC336,13.7996515489981,17.9161920759596,-1.4369007937901
NC338,12.2673077075501,13.6660737838986,-1.10059261852597
NC340,11.2135032627503,12.1835733054822,-0.070680404504883
NC342,-2.56111842725683,-3.81307682711547,3.66355993108408
NC344,4.89549691356655,-10.7875637658812,3.33966279795527
NC346,12.5451879441065,16.9959423076622,-0.711972485894471
NC348,13.4801216151624,16.7362659858629,-0.450906653916198
NC350,11.7359509382903,13.4457212665107,-1.28420049043659
NC352,13.7229592367338,17.6258331881277,-1.65170882095483
NC354,12.6751605030374,15.5774013389459,-0.119915391142847
NC356,10.5310567268051,8.83864222423691,-2.10210595716869
NC358,10.1627670744479,10.4525134355798,-1.74760364411241
NC360,7.26502293989278,-0.254203956174054,1.28202844193841
NC362,6.58750330279871,-4.55508543678749,1.8828349776155
NC364,6.83530504777506,-4.71519348789132,1.86710327850657
NC366,7.59986747275747,1.20778194396225,2.9038460425357
NC368,-24.4798891204354,10.8121708764541,9.95074462416206
ND246,1.74051024906961,-5.80079479668232,0.544921076570189
OH40B,0.332634338723607,-14.0984879458173,4.77374833160201
OH43,-1.31706177377182,-16.0202330751676,6.59989425362009
OH43E,-0.482314035765417,-14.8021839968928,7.36951769685128
OH603,0.996748761864687,-3.44880054881389,2.03763702831295
OH7B,-3.64245032627016,-5.14867278259605,-5.57718973674906
OS420,-4.14525648241094,-7.7097415169406,2.00216717887485
P39,-0.496694908361766,-15.9399342996146,3.42555670119909
PA762,0.00318141441962364,-15.3623566267097,6.25075640193565
PA875,-0.160882163845622,-2.67605645394955,1.95501021564017
PA880,1.03635993441886,-4.51910314402329,2.73225454949138
PA91,0.0242397493641681,-10.4559670266893,2.1638733498119
R109B,-3.89454743491811,-2.38749673521146,0.996641339011145
R168,-1.8468879972997,-8.30738094908289,-0.0466199807253871
R177,-1.09673222479944,-8.96538930136246,1.44001853441884
R229,-31.6943970166248,16.9160086608385,11.025786454762
R4,-3.77259024849365,-5.01650022980225,-0.421496485015324
SA24,0.632964175957684,-5.80188162581895,6.62578381121229
SC213R,5.28179435616011,-1.26370695030611,3.02615368781518
SC357,4.17989322927729,-1.48071623503992,1.29606447150071
SC55,6.17662346471158,-2.3389293989416,1.95784998887302
SD40,-4.60803428766827,-1.96246364780525,-8.39842678459405
SD44,0.975947378659726,-4.26190698114106,2.18976208717033
SG1533,2.40521485501477,-4.95206488672443,5.57130001408672
SG18,-0.106954718949564,-3.53847281213173,5.19325932786102
T232,0.590018853251553,-2.29122335779019,-1.47609847436915
T234,0.369757413092116,-2.59130674305377,-1.59198808122394
T8,1.99374120053171,-3.47246302900902,1.56171443842086
TX303,5.06575944885793,2.94518513197783,0.198208140609713
TX601,9.36141884035899,7.35222404432549,-0.0133346997402148
TZI10,9.86139660774438,7.06738043804276,-3.23157241829588
TZI11,6.48145005900373,4.6491350247349,-0.196638521673081
TZI16,1.71175703734577,3.74207891562062,-0.727435749721681
TZI18,9.12748351465182,7.46814520357375,-1.1804346653069
TZI25,-4.35341924584342,8.56001581178856,0.394046059289216
TZI8,10.5163823349463,7.95215642448713,0.224071288413393
TZI9,9.16182675306168,6.61685238856345,-2.43337805746162
U267Y,4.58223174481024,0.86529030378936,0.240195699158573
VA102,2.5042920825562,-5.92226514633753,3.97287710538913
VA14,1.31875264460497,-6.46405837667406,1.98256060581252
VA17,-0.605944575681991,-5.57899778293131,2.44425906880726
VA22,1.33193064673037,-4.90031764222969,2.86933733539822
VA26,-0.62823917657755,-10.851187650385,4.74731907135399
VA35,1.59388330462459,-5.99974959292519,2.35678739491873
VA59,3.39776172876363,-7.49194355339542,4.61386059023872
VA85,0.223510350067536,-9.75959062326865,2.44054110485346
VA99,-3.10934244478652,-7.63822507028189,-2.89847285868077
VAW6,1.06796557154464,-2.73410901217632,-0.222232103038142
W117HT,1.70065084089898,-3.51985268809587,0.319251031006268
W153R,0.244158408390194,-5.73242288160604,1.05705647720667
W182B,0.105170541025922,-7.56944716732822,1.94310496604992
W22R-RSTD,-2.33290155848985,-6.00580295857217,0.522065319844602
W22,-2.39677304596611,-6.79782193030287,0.929684403222915
W64A,-2.05074420072619,-5.06026660968046,0.738135672626307
WD,0.125943757656446,-3.97706773134857,2.48228980053081
WF9,-1.40600651891262,-7.40765377935801,1.35539756463744
YU796NS,1.13955475569867,-7.02195200163683,2.96033696695793
